Nc3 c5 d4 cxd4 Qxd4 Nc6 Qh4 Nf6 Nf3 d5 
c4 Nf6 d4 e6 Nf3 b6 Nc3 Bb7 Qc2 Bb4 
c4 Nf6 d4 e6 Nf3 b6 g3 Ba6 Nbd2 Bb4 
c4 Nf6 d4 e6 Nf3 d5 Nc3 Be7 Bg5 O-O 
c4 Nf6 d4 e6 g3 d5 Bg2 Be7 Nf3 O-O 
c4 Nf6 d4 g6 Nc3 Bg7 e4 d6 f4 O-O 
c4 Nf6 d4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 
c4 Nf6 g3 c6 b3 d5 Bb2 Bg4 Bg2 e6 
c4 Nf6 g3 c6 b3 e5 Bb2 e4 Bxf6 Qxf6 
c4 b6 Nf3 Bb7 g3 c5 Bg2 g6 O-O Bg7 
c4 b6 d4 e6 Nc3 Bb4 Qb3 Qe7 a3 Bxc3+ 
c4 b6 d4 e6 Nc3 Bb7 e4 Bb4 Qc2 Qh4 
c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 e3 Nf6 
c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 e3 e6 
c4 c5 Nc3 e6 Nf3 Nf6 e3 d5 d4 Nc6 
c4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e6 
c4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 g3 d6 
c4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 g3 e6 
c4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 g3 g6 
c4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e6 Nb5 Nf6 
c4 c5 Nf3 Nf6 Nc3 Nc6 d4 cxd4 Nxd4 e6 
c4 c5 Nf3 Nf6 Nc3 Nc6 e3 e6 d4 d5 
c4 c5 Nf3 Nf6 Nc3 Nc6 e4 e5 g3 d6 
c4 c5 Nf3 Nf6 Nc3 d5 cxd5 Nxd5 d4 Nxc3 
c4 c5 Nf3 Nf6 Nc3 d5 cxd5 Nxd5 e4 Nb4 
c4 c5 Nf3 Nf6 d4 cxd4 Nxd4 a6 Nc3 e6 
c4 c5 Nf3 Nf6 d4 cxd4 Nxd4 b6 Nc3 Bb7 
c4 c5 Nf3 Nf6 d4 cxd4 Nxd4 d5 cxd5 Nxd5 
c4 c5 Nf3 Nf6 d4 cxd4 Nxd4 e6 Nc3 Bb4 
c4 c5 Nf3 Nf6 d4 cxd4 Nxd4 e6 g3 Bb4+ 
c4 c5 Nf3 Nf6 g3 d5 cxd5 Nxd5 Bg2 Nc6 
c4 c5 Nf3 Nf6 g3 e6 Bg2 d5 cxd5 exd5 
c4 c5 Nf3 g6 d4 Bg7 e4 d6 Nc3 Nc6 
c4 c5 Nf3 g6 d4 cxd4 Nxd4 Nc6 e4 Nf6 
c4 c5 e4 Nc6 Nf3 g6 d4 cxd4 Nxd4 Bg7 
c4 c5 g3 Nc6 Bg2 g6 Nc3 Bg7 a3 d6 
c4 c5 g3 Nf6 Bg2 Nc6 Nc3 e6 Nf3 d5 
c4 c5 g3 g6 Bg2 Bg7 Nc3 Nc6 Nf3 e5 
c4 c5 g3 g6 Bg2 Bg7 Nc3 Nc6 Nf3 e6 
c4 c5 g3 g6 Bg2 Bg7 Nc3 Nc6 a3 b6 
c4 c5 g3 g6 Bg2 Bg7 Nc3 Nc6 e3 e6 
c4 c6 Nc3 d5 d4 Nf6 Nf3 e6 e3 Nbd7 
c4 c6 Nf3 Nf6 Nc3 d5 e3 a6 d4 b5 
c4 c6 Nf3 Nf6 d4 d5 Qc2 dxc4 Qxc4 Bf5 
c4 c6 Nf3 d5 cxd5 cxd5 d4 Nc6 Nc3 Nf6 
c4 c6 Nf3 d5 d4 Nf6 Nc3 dxc4 a4 Bf5 
c4 c6 Nf3 d5 d4 Nf6 e3 Bg4 h3 Bxf3 
c4 c6 Nf3 d5 e3 Nf6 Nc3 e6 b3 Nbd7 
c4 c6 d4 d5 Nf3 Nf6 e3 a6 Qc2 Bg4 
c4 c6 d4 d5 Nf3 Nf6 e3 e6 Bd3 Nbd7 
c4 c6 d4 d5 Nf3 Nf6 e3 e6 Nc3 Nbd7 
c4 c6 d4 d5 cxd5 cxd5 Nc3 Nc6 Nf3 Nf6 
c4 c6 e4 d5 cxd5 cxd5 exd5 Nf6 Bb5+ Nbd7 
c4 c6 e4 d5 exd5 Nf6 Nc3 cxd5 d4 e6 
c4 c6 e4 d5 exd5 cxd5 cxd5 Nf6 Bb5+ Nbd7 
c4 c6 e4 d5 exd5 cxd5 d4 Nf6 Nc3 Nc6 
c4 c6 e4 d5 exd5 cxd5 d4 Nf6 Nc3 e6 
c4 e5 Nc3 Nc6 Nf3 Bb4 g3 Bxc3 bxc3 d6 
c4 e5 Nc3 Nc6 Nf3 Nf6 d4 exd4 Nxd4 Bb4 
c4 e5 Nc3 Nc6 Nf3 Nf6 e3 Be7 a3 d5 
c4 e5 Nc3 Nc6 Nf3 Nf6 g3 Nd4 Bg2 Nxf3+ 
c4 e5 Nc3 Nc6 Nf3 f5 d4 e4 Ng5 Nf6 
c4 e5 Nc3 Nc6 g3 Bc5 Bg2 d6 e3 Nge7 
c4 e5 Nc3 Nc6 g3 g6 Bg2 Bg7 Nf3 d6 
c4 e5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 Nge7 
c4 e5 Nc3 Nf6 Nf3 Nc6 a3 e4 Ng5 Qe7 
c4 e5 Nc3 Nf6 Nf3 Nc6 a3 g6 g3 Bg7 
c4 e5 Nc3 Nf6 Nf3 Nc6 d3 d5 cxd5 Nxd5 
c4 e5 Nc3 Nf6 Nf3 Nc6 d4 exd4 Nxd4 Bc5 
c4 e5 Nc3 Nf6 Nf3 Nc6 e3 Bb4 Nd5 Bd6 
c4 e5 Nc3 Nf6 Nf3 Nc6 e3 Bb4 Qc2 Bxc3 
c4 e5 Nc3 Nf6 Nf3 Nc6 e3 Be7 a3 O-O 
c4 e5 Nc3 Nf6 Nf3 Nc6 e3 Be7 d4 exd4 
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Bb4 Bg2 O-O 
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Bb4 Nd5 Bc5 
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Bc5 Nxe5 Bxf2+ 
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Nd4 Bg2 Nxf3+ 
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 d5 cxd5 Nxd5 
c4 e5 Nc3 Nf6 e3 Nc6 Nge2 d5 cxd5 Nxd5 
c4 e5 Nc3 Nf6 e4 Bc5 d3 d6 Be2 h6 
c4 e5 Nc3 Nf6 e4 Nc6 f4 d6 d3 Bg4 
c4 e5 Nc3 Nf6 g3 Bb4 Bg2 O-O Nf3 Re8 
c4 e5 Nc3 Nf6 g3 Bb4 Qc2 O-O Bg2 Nc6 
c4 e5 Nc3 Nf6 g3 Bb4 e4 O-O Bg2 Bxc3 
c4 e5 Nc3 Nf6 g3 Bc5 Bg2 Nc6 a3 a5 
c4 e5 Nc3 Nf6 g3 Bc5 Bg2 Nc6 d3 a6 
c4 e5 Nc3 Nf6 g3 d5 cxd5 Nxd5 Bg2 Be6 
c4 e5 Nc3 Nf6 g3 d5 cxd5 Nxd5 Bg2 Nb6 
c4 e5 Nc3 Nf6 g3 g6 Bg2 Bg7 Nf3 d6 
c4 e5 Nc3 c5 g3 Nc6 Bg2 Nf6 d3 h6 
c4 e5 Nc3 d6 Nf3 Nf6 d4 exd4 Nxd4 Be7 
c4 e5 Nc3 d6 g3 g6 Bg2 Bg7 Nf3 Nc6 
c4 e5 Nc3 d6 g3 g6 d4 Nd7 Bg2 Bg7 
c4 e5 Nf3 Nc6 Nc3 Nf6 d4 e4 Ne5 Bb4 
c4 e5 Nf3 Nc6 Nc3 Nf6 e4 Bb4 d3 d6 
c4 e5 Nf3 e4 Nd4 Nc6 Nc2 Nf6 Nc3 Bc5 
c4 e5 Nf3 e4 Nd4 Nc6 Nxc6 dxc6 d3 exd3 
c4 e5 g3 Nc6 Bg2 Bc5 Nc3 d6 Nf3 Nf6 
c4 e5 g3 Nc6 Bg2 g6 Nc3 Bg7 Rb1 a5 
c4 e5 g3 Nf6 Bg2 Nc6 Nf3 Bc5 O-O d6 
c4 e5 g3 Nf6 Bg2 Nc6 d3 Bc5 Nc3 O-O 
c4 e5 g3 Nf6 Bg2 c6 d4 Bb4+ Bd2 Bxd2+ 
c4 e5 g3 Nf6 Bg2 d5 cxd5 Nxd5 Nc3 Nb6 
c4 e5 g3 Nf6 Bg2 d5 cxd5 Nxd5 Nf3 Nc6 
c4 e5 g3 Nf6 Bg2 h6 b3 Bc5 e3 O-O 
c4 e5 g3 c6 d4 e4 d5 Bb4+ Bd2 Qe7 
c4 e5 g3 d6 Bg2 g6 d4 Nd7 Nc3 Bg7 
c4 e5 g3 f5 d4 exd4 Nf3 Bb4+ Nbd2 Nf6 
c4 e6 Nc3 Bb4 Qb3 Nc6 g3 Nf6 Bg2 a5 
c4 e6 Nc3 Nf6 d4 d5 Bg5 Be7 Nf3 O-O 
c4 e6 Nc3 b6 Nf3 Bb7 g3 Bb4 Bg2 Bxc3 
c4 e6 Nc3 c5 Nf3 Nf6 g3 b6 Bg2 Bb7 
c4 e6 Nc3 d5 d4 Be7 cxd5 exd5 Bf4 Nf6 
c4 e6 Nc3 d5 d4 Be7 cxd5 exd5 Bf4 c6 
c4 e6 Nc3 d5 d4 Nf6 Bg5 Nbd7 Nf3 c6 
c4 e6 Nc3 d5 d4 Nf6 Bg5 Nbd7 e3 c6 
c4 e6 Nc3 d5 d4 Nf6 Nf3 Be7 Bf4 O-O 
c4 e6 Nc3 d5 d4 Nf6 Nf3 c6 Bg5 Nbd7 
c4 e6 Nc3 d5 d4 Nf6 cxd5 exd5 Bg5 Be7 
c4 e6 Nc3 d5 d4 Nf6 cxd5 exd5 Bg5 c6 
c4 e6 Nc3 d5 d4 c6 Bf4 Nf6 e3 Nbd7 
c4 e6 Nc3 d5 d4 c6 Nf3 Nf6 Bg5 dxc4 
c4 e6 Nc3 d5 d4 c6 Nf3 f5 Bf4 Nf6 
c4 e6 Nc3 d5 d4 c6 e3 Nf6 Nf3 Nbd7 
c4 e6 Nc3 d5 d4 c6 e4 dxe4 Nxe4 Bb4+ 
c4 e6 Nc3 d5 d4 h6 e3 Nf6 Nf3 c5 
c4 e6 Nc3 f5 d4 Nf6 Nf3 Be7 g3 O-O 
c4 e6 Nf3 Nf6 Nc3 d5 e3 c5 cxd5 exd5 
c4 e6 Nf3 Nf6 d4 d5 Bg5 Be7 Nc3 O-O 
c4 e6 Nf3 Nf6 d4 d5 Nc3 c6 cxd5 exd5 
c4 e6 Nf3 Nf6 d4 d5 e3 Be7 Nc3 O-O 
c4 e6 Nf3 Nf6 g3 d5 Bg2 Be7 O-O O-O 
c4 e6 Nf3 d5 b3 d4 g3 Nc6 Bg2 e5 
c4 e6 Nf3 d5 d4 Nf6 Bg5 h6 Bxf6 Qxf6 
c4 e6 Nf3 d5 d4 c6 e3 Bd6 Bd3 f5 
c4 e6 d4 Nf6 Nc3 Bb4 Qc2 O-O a3 Bxc3+ 
c4 e6 d4 Nf6 Nf3 b6 g3 Bb7 Bg2 Be7 
c4 e6 d4 Nf6 Nf3 d5 Nc3 Nbd7 Bg5 h6 
c4 e6 d4 Nf6 Nf3 d5 Nc3 c6 e3 Nbd7 
c4 e6 d4 d5 Nc3 Nf6 Bg5 Nbd7 e3 Be7 
c4 e6 d4 d5 Nc3 Nf6 Nf3 Nbd7 g3 c6 
c4 e6 d4 d5 Nc3 Nf6 Nf3 c6 Bg5 dxc4 
c4 e6 d4 d5 Nc3 a6 cxd5 exd5 Bf4 Nf6 
c4 e6 d4 d5 Nc3 c6 cxd5 exd5 Nf3 Bf5 
c4 e6 d4 d5 Nf3 c6 Nc3 f5 Bf4 Bd6 
c4 e6 e4 c5 Nc3 Nc6 Nf3 Nd4 d3 Ne7 
c4 e6 e4 c5 Nc3 Nc6 Nf3 g6 d4 cxd4 
c4 e6 e4 c5 Nf3 Nc6 Be2 Nf6 Nc3 Be7 
c4 e6 e4 c5 Nf3 Nc6 Nc3 a6 d4 cxd4 
c4 e6 e4 d5 exd5 exd5 cxd5 Qxd5 Nf3 Bg4 
c4 e6 e4 d5 exd5 exd5 cxd5 Qxd5 Nf3 Nf6 
c4 e6 g3 d5 Bg2 Nf6 Nf3 Be7 O-O O-O 
c4 e6 g3 d5 Bg2 Nf6 Nf3 Be7 b3 O-O 
c4 e6 g3 d5 Bg2 Nf6 Nf3 Be7 d4 O-O 
c4 e6 g3 d5 Bg2 Nf6 Nf3 dxc4 Qa4+ c6 
c4 e6 g3 d5 Bg2 dxc4 Qa4+ Bd7 Qxc4 Bc6 
c4 e6 g3 d5 Bg2 dxc4 Qa4+ Nd7 Na3 Rb8 
c4 f5 Nc3 Nf6 g3 g6 Bg2 Bg7 b3 e5 
c4 f5 Nf3 Nf6 g3 g6 b3 Bg7 Bb2 O-O 
c4 f5 d4 Nf6 Bg5 Ne4 Bh4 c5 e3 Qa5+ 
c4 f5 d4 Nf6 Nc3 e6 a3 b6 f3 Bb7 
c4 f5 d4 e6 Nc3 Bb4 e4 fxe4 Qg4 Qe7 
c4 g6 Nc3 Bg7 g3 e5 Bg2 Nc6 d3 d6 
c4 g6 d4 Bg7 Nc3 Nf6 e4 d6 Be2 O-O 
c4 g6 d4 Bg7 e4 d6 Nc3 Nf6 Be2 O-O 
c4 g6 d4 Nf6 Nc3 Bg7 e4 d6 Nf3 O-O 
c4 g6 d4 Nf6 Nc3 Bg7 e4 d6 f3 O-O 
c4 g6 d4 Nf6 Nc3 d5 Nf3 Bg7 Qb3 dxc4 
c4 g6 d4 Nf6 g3 Bg7 Bg2 d5 cxd5 Nxd5 
c4 g6 e4 c5 Nf3 Bg7 d4 Qb6 dxc5 Qxc5 
c4 g6 e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 
c4 g6 g3 Bg7 Bg2 Nf6 Nc3 O-O d4 d6 
c4 g6 g3 Bg7 Bg2 c5 Nc3 Nc6 a3 e5 
d4 Nf6 Bg5 Ne4 Bf4 c5 f3 Nf6 dxc5 b6 
d4 Nf6 Bg5 Ne4 Bf4 d5 e3 Bf5 f3 Nf6 
d4 Nf6 Bg5 Ne4 Bf4 d5 e3 c5 Bd3 Nc6 
d4 Nf6 Bg5 Ne4 Bf4 d5 f3 Nf6 e4 dxe4 
d4 Nf6 Bg5 Ne4 Bh4 c5 Nd2 Nxd2 Qxd2 cxd4 
d4 Nf6 Bg5 d5 Bxf6 exf6 e3 Bd6 Bd3 O-O 
d4 Nf6 Bg5 d5 Bxf6 exf6 e3 Bd6 c4 dxc4 
d4 Nf6 Bg5 d5 Bxf6 exf6 e3 Be6 Bd3 c5 
d4 Nf6 Bg5 d5 Bxf6 exf6 e3 Be6 Nd2 c6 
d4 Nf6 Bg5 d5 c3 Ne4 Bh4 Qd6 Nd2 Bf5 
d4 Nf6 Bg5 d5 e3 c6 Bd3 Bg4 f3 Bh5 
d4 Nf6 Bg5 d5 e3 g6 Bxf6 exf6 c4 dxc4 
d4 Nf6 Bg5 e6 Nd2 Be7 e3 b6 Ngf3 Bb7 
d4 Nf6 Bg5 e6 Nd2 h6 Bh4 c5 e3 cxd4 
d4 Nf6 Bg5 e6 Nd2 h6 Bh4 d5 e3 Be7 
d4 Nf6 Bg5 e6 c3 h6 Bh4 b6 Nd2 Bb7 
d4 Nf6 Bg5 e6 e4 Be7 Nd2 d5 e5 Nfd7 
d4 Nf6 Bg5 e6 e4 d5 e5 h6 Be3 Nfd7 
d4 Nf6 Bg5 e6 e4 d5 exd5 exd5 Nf3 Bd6 
d4 Nf6 Bg5 g6 Bxf6 exf6 e3 f5 c4 Bg7 
d4 Nf6 Nc3 d5 Bf4 a6 e3 Bf5 Nf3 h6 
d4 Nf6 Nc3 d5 Bf4 c6 e3 Bf5 Bd3 Bg6 
d4 Nf6 Nc3 d5 Bg5 c6 Qd3 Qa5 f3 e6 
d4 Nf6 Nf3 b5 Bf4 Bb7 e3 a6 h3 e6 
d4 Nf6 Nf3 b5 Bg5 Bb7 Nbd2 a6 c3 h6 
d4 Nf6 Nf3 b6 Bf4 Bb7 Nbd2 c5 e3 g6 
d4 Nf6 Nf3 b6 Bf4 Bb7 e3 e6 Bd3 c5 
d4 Nf6 Nf3 b6 Bg5 Bb7 Nbd2 e6 e4 h6 
d4 Nf6 Nf3 b6 Bg5 Bb7 e3 e6 Bd3 h6 
d4 Nf6 Nf3 b6 Nc3 Bb7 Bg5 h6 Bxf6 exf6 
d4 Nf6 Nf3 b6 b3 Bb7 e3 g6 Bb2 Bg7 
d4 Nf6 Nf3 b6 c4 Bb7 Nbd2 e6 g3 c5 
d4 Nf6 Nf3 b6 c4 Bb7 Nc3 e6 Bg5 h6 
d4 Nf6 Nf3 b6 c4 Bb7 Nc3 e6 e3 Bb4 
d4 Nf6 Nf3 b6 c4 Bb7 Nc3 e6 g3 d5 
d4 Nf6 Nf3 b6 c4 Bb7 e3 e6 Bd3 Bb4+ 
d4 Nf6 Nf3 b6 c4 Bb7 e3 e6 Nbd2 c5 
d4 Nf6 Nf3 b6 c4 Bb7 g3 e6 Bg2 Be7 
d4 Nf6 Nf3 b6 c4 e6 Nc3 Bb7 Bg5 Bb4 
d4 Nf6 Nf3 b6 c4 e6 Nc3 Bb7 Qc2 c5 
d4 Nf6 Nf3 b6 c4 e6 Nc3 Bb7 e3 Bb4 
d4 Nf6 Nf3 b6 c4 e6 g3 Bb7 Bg2 Bb4+ 
d4 Nf6 Nf3 b6 e3 Bb7 Bd3 d6 b3 Nbd7 
d4 Nf6 Nf3 b6 e3 Bb7 Bd3 e6 Nbd2 c5 
d4 Nf6 Nf3 b6 e3 Bb7 Nbd2 c5 Bd3 e6 
d4 Nf6 Nf3 b6 e3 Bb7 Nbd2 c5 c3 g6 
d4 Nf6 Nf3 b6 e3 Bb7 Nbd2 d6 Bd3 Nbd7 
d4 Nf6 Nf3 b6 g3 Bb7 Bg2 c5 O-O cxd4 
d4 Nf6 Nf3 b6 g3 Bb7 Bg2 c5 c3 e6 
d4 Nf6 Nf3 b6 g3 Bb7 Bg2 c5 c4 cxd4 
d4 Nf6 Nf3 b6 g3 Bb7 Bg2 c5 dxc5 bxc5 
d4 Nf6 Nf3 b6 g3 Bb7 Bg2 c5 e3 e6 
d4 Nf6 Nf3 b6 g3 Bb7 Bg2 d6 O-O Nbd7 
d4 Nf6 Nf3 b6 g3 Bb7 Bg2 d6 b3 Nbd7 
d4 Nf6 Nf3 b6 g3 Bb7 Bg2 e6 c4 d5 
d4 Nf6 Nf3 b6 g3 Bb7 Bg2 g6 O-O c5 
d4 Nf6 Nf3 c5 Bg5 cxd4 Bxf6 gxf6 Nxd4 d5 
d4 Nf6 Nf3 c5 c4 cxd4 Nxd4 Nc6 Nc3 g6 
d4 Nf6 Nf3 c5 c4 e6 d5 b5 Bg5 exd5 
d4 Nf6 Nf3 c5 d5 d6 Nc3 e5 Nd2 Be7 
d4 Nf6 Nf3 c5 d5 d6 c4 e6 Nc3 e5 
d4 Nf6 Nf3 c5 d5 e6 c4 b5 Bg5 exd5 
d4 Nf6 Nf3 c5 d5 g6 Nc3 Bg7 e4 O-O 
d4 Nf6 Nf3 c5 d5 g6 Nc3 Bg7 e4 d6 
d4 Nf6 Nf3 c5 d5 g6 Nc3 d6 e4 Bg7 
d4 Nf6 Nf3 c5 e3 b6 Bd3 Bb7 Nbd2 Nc6 
d4 Nf6 Nf3 c5 e3 b6 c4 g6 Nc3 Bg7 
d4 Nf6 Nf3 c5 e3 d5 Bd3 Nc6 c4 cxd4 
d4 Nf6 Nf3 c5 e3 d5 Nbd2 Bf5 Be2 e6 
d4 Nf6 Nf3 c5 e3 d5 Nbd2 Bg4 Be2 e6 
d4 Nf6 Nf3 c5 e3 d5 c3 Nc6 Bd3 Bg4 
d4 Nf6 Nf3 c5 e3 e6 c4 d5 Nc3 Nc6 
d4 Nf6 Nf3 c5 e3 g6 Bd3 b6 O-O Bb7 
d4 Nf6 Nf3 c5 e3 g6 c4 Bg7 Nc3 O-O 
d4 Nf6 Nf3 d5 Bf4 Bf5 e3 e6 Bd3 Bxd3 
d4 Nf6 Nf3 d5 Bf4 c5 e3 Nc6 c3 Qb6 
d4 Nf6 Nf3 d5 Bg5 Ne4 Bh4 c6 e3 Qb6 
d4 Nf6 Nf3 d5 Bg5 c6 c3 Bg4 Ne5 Bf5 
d4 Nf6 Nf3 d5 c4 Bf5 cxd5 Nxd5 a3 h6 
d4 Nf6 Nf3 d5 c4 c5 cxd5 cxd4 Qxd4 Qxd5 
d4 Nf6 Nf3 d5 c4 c6 e3 Bf5 Bd3 Bg6 
d4 Nf6 Nf3 d5 c4 c6 e3 Bf5 Nbd2 e6 
d4 Nf6 Nf3 d5 c4 c6 e3 Bf5 Nc3 a6 
d4 Nf6 Nf3 d5 c4 c6 e3 Nbd7 cxd5 cxd5 
d4 Nf6 Nf3 d5 c4 c6 e3 a6 Nbd2 Bf5 
d4 Nf6 Nf3 d5 c4 c6 e3 e6 Nbd2 c5 
d4 Nf6 Nf3 d5 c4 c6 e3 e6 Nc3 Nbd7 
d4 Nf6 Nf3 d5 c4 dxc4 Bg5 Ne4 Qc2 Nxg5 
d4 Nf6 Nf3 d5 c4 dxc4 e3 c5 Bxc4 e6 
d4 Nf6 Nf3 d5 c4 dxc4 e3 e6 Bxc4 c5 
d4 Nf6 Nf3 d5 c4 e6 Bg5 Bb4+ Nc3 dxc4 
d4 Nf6 Nf3 d5 c4 e6 Bg5 Be7 e3 O-O 
d4 Nf6 Nf3 d5 c4 e6 Bg5 Be7 e3 h6 
d4 Nf6 Nf3 d5 c4 e6 Nc3 Bb4 Bg5 dxc4 
d4 Nf6 Nf3 d5 c4 e6 Nc3 Bb4 Qa4+ Nc6 
d4 Nf6 Nf3 d5 c4 e6 Nc3 Be7 Bg5 Nbd7 
d4 Nf6 Nf3 d5 c4 e6 Nc3 Be7 Bg5 O-O 
d4 Nf6 Nf3 d5 c4 e6 Nc3 Nbd7 Bg5 c5 
d4 Nf6 Nf3 d5 c4 e6 Nc3 c5 cxd5 Nxd5 
d4 Nf6 Nf3 d5 c4 e6 Nc3 c5 cxd5 exd5 
d4 Nf6 Nf3 d5 c4 e6 Nc3 c6 Bg5 Nbd7 
d4 Nf6 Nf3 d5 c4 e6 Nc3 c6 e3 Nbd7 
d4 Nf6 Nf3 d5 c4 e6 e3 a6 Nbd2 c5 
d4 Nf6 Nf3 d5 c4 e6 e3 a6 b3 c5 
d4 Nf6 Nf3 d5 c4 e6 e3 c5 Nc3 a6 
d4 Nf6 Nf3 d5 c4 e6 e3 c6 Nbd2 c5 
d4 Nf6 Nf3 d5 c4 e6 g3 dxc4 Qa4+ c6 
d4 Nf6 Nf3 d5 e3 Bf5 Bd3 e6 Bxf5 exf5 
d4 Nf6 Nf3 d5 e3 b6 c4 e6 cxd5 exd5 
d4 Nf6 Nf3 d5 e3 c5 c3 Nc6 Bd3 Bg4 
d4 Nf6 Nf3 d5 e3 e6 Bd3 Be7 Nbd2 Nbd7 
d4 Nf6 Nf3 d5 e3 e6 Bd3 c5 c3 Nc6 
d4 Nf6 Nf3 d5 e3 g6 Bd3 Bg7 Nbd2 c5 
d4 Nf6 Nf3 d6 Bf4 Bg4 Nbd2 Nbd7 h3 Bh5 
d4 Nf6 Nf3 d6 Bf4 g6 h3 Bg7 e3 Nbd7 
d4 Nf6 Nf3 d6 Bg5 Bf5 Bxf6 exf6 Nbd2 Nd7 
d4 Nf6 Nf3 d6 Bg5 Nbd7 e3 e5 c4 Be7 
d4 Nf6 Nf3 d6 c4 Bf5 Nc3 Nbd7 Nh4 Bg6 
d4 Nf6 Nf3 d6 c4 Bf5 Nc3 c6 g3 h6 
d4 Nf6 Nf3 d6 c4 g6 Nc3 Bg7 e4 O-O 
d4 Nf6 Nf3 e6 Bf4 b6 e3 Bb7 h3 Be7 
d4 Nf6 Nf3 e6 Bg5 Be7 Nbd2 d5 e3 Nbd7 
d4 Nf6 Nf3 e6 Bg5 c5 c3 h6 Bxf6 Qxf6 
d4 Nf6 Nf3 e6 Bg5 c5 e3 Qb6 Qc1 Ne4 
d4 Nf6 Nf3 e6 Bg5 c5 e3 d5 Nbd2 Be7 
d4 Nf6 Nf3 e6 Bg5 c5 e3 h6 Bh4 cxd4 
d4 Nf6 Nf3 e6 Bg5 d5 Nbd2 Be7 e3 Nbd7 
d4 Nf6 Nf3 e6 Bg5 d5 e3 Nbd7 Bd3 Be7 
d4 Nf6 Nf3 e6 Bg5 h6 Bh4 b6 e3 Bb7 
d4 Nf6 Nf3 e6 Bg5 h6 Bxf6 Qxf6 e4 d5 
d4 Nf6 Nf3 e6 Bg5 h6 Bxf6 Qxf6 e4 g6 
d4 Nf6 Nf3 e6 Nbd2 c5 e3 Nc6 c3 d5 
d4 Nf6 Nf3 e6 c4 Bb4+ Bd2 Bxd2+ Nbxd2 d5 
d4 Nf6 Nf3 e6 c4 Bb4+ Bd2 Bxd2+ Qxd2 d5 
d4 Nf6 Nf3 e6 c4 Bb4+ Bd2 Qe7 g3 O-O 
d4 Nf6 Nf3 e6 c4 Bb4+ Nbd2 b6 a3 Bxd2+ 
d4 Nf6 Nf3 e6 c4 Bb4+ Nbd2 c5 a3 Bxd2+ 
d4 Nf6 Nf3 e6 c4 Ne4 Nbd2 f5 e3 Bb4 
d4 Nf6 Nf3 e6 c4 b6 Bg5 Bb7 Nbd2 Be7 
d4 Nf6 Nf3 e6 c4 b6 Bg5 Be7 e3 Bb7 
d4 Nf6 Nf3 e6 c4 b6 Nc3 Bb7 Bg5 Be7 
d4 Nf6 Nf3 e6 c4 b6 Nc3 Bb7 Bg5 h6 
d4 Nf6 Nf3 e6 c4 b6 Nc3 Bb7 Qc2 Bb4 
d4 Nf6 Nf3 e6 c4 b6 Nc3 Bb7 a3 d5 
d4 Nf6 Nf3 e6 c4 b6 Nc3 Bb7 e3 Bb4 
d4 Nf6 Nf3 e6 c4 b6 a3 Ba6 Nbd2 d5 
d4 Nf6 Nf3 e6 c4 b6 a3 Bb7 Nc3 d5 
d4 Nf6 Nf3 e6 c4 b6 e3 Bb4+ Bd2 Bxd2+ 
d4 Nf6 Nf3 e6 c4 b6 g3 Ba6 Nbd2 Bb7 
d4 Nf6 Nf3 e6 c4 b6 g3 Ba6 Nbd2 d5 
d4 Nf6 Nf3 e6 c4 b6 g3 Ba6 Qb3 Nc6 
d4 Nf6 Nf3 e6 c4 b6 g3 Ba6 Qb3 c6 
d4 Nf6 Nf3 e6 c4 b6 g3 Ba6 b3 Bb4+ 
d4 Nf6 Nf3 e6 c4 b6 g3 Ba6 b3 Bb7 
d4 Nf6 Nf3 e6 c4 b6 g3 Bb4+ Bd2 Bxd2+ 
d4 Nf6 Nf3 e6 c4 b6 g3 Bb7 Bg2 Bb4+ 
d4 Nf6 Nf3 e6 c4 b6 g3 Bb7 Bg2 Be7 
d4 Nf6 Nf3 e6 c4 b6 g3 Bb7 Bg2 c5 
d4 Nf6 Nf3 e6 c4 c5 Nc3 cxd4 Nxd4 a6 
d4 Nf6 Nf3 e6 c4 c5 Nc3 cxd4 Nxd4 d5 
d4 Nf6 Nf3 e6 c4 c5 d5 b5 Bg5 b4 
d4 Nf6 Nf3 e6 c4 c5 d5 b5 Bg5 exd5 
d4 Nf6 Nf3 e6 c4 c5 d5 b5 dxe6 fxe6 
d4 Nf6 Nf3 e6 c4 c5 d5 d6 Nc3 exd5 
d4 Nf6 Nf3 e6 c4 c5 e3 d5 Nc3 Nc6 
